fecha,avg_monthly_price
2013-04-10,229.82422287777777
2013-05-10,139.81515178494624
2013-06-10,143.10235772222222
2013-07-10,232.1402435376344
2013-08-10,150.55001888172043
2013-09-10,144.2059049111111
2013-10-10,211.93833133333337
2013-11-10,210.38550514444444
2013-12-10,163.40914375806452
2014-01-10,160.47509748387097
2014-02-10,187.96510933333334
2014-03-10,151.3030924301075
2014-04-10,373.7469429222222
2014-05-10,381.9789959677419
2014-06-10,334.87149411111113
2014-07-10,184.66963265591397
2014-08-10,200.16727843010753
2014-09-10,177.31851948888888
2014-10-10,207.02634377419355
2014-11-10,166.56813924444444
2014-12-10,175.05465266666667
2015-01-10,187.59591108602152
2015-02-10,166.23122927380953
2015-03-10,205.5029506666667
2015-04-10,161.30443577777777
2015-05-10,259.1989313548387
2015-06-10,186.4165488
2015-07-10,206.15807048387094
2015-08-10,183.70840486021504
2015-09-10,458.8346858444445
2015-10-10,1106.6191596129033
2015-11-10,766.9919818444445
2015-12-10,630.1935495913979
2016-01-10,554.1589823010753
2016-02-10,645.9999111494253
2016-03-10,830.0181967526883
2016-04-10,332.4932637111111
2016-05-10,140.31038082795698
2016-06-10,167.97191656666666
2016-07-10,129.21437409677418
2016-08-10,198.01271958064515
2016-09-10,150.59206786666667
2016-10-10,184.90752011827956
2016-11-10,166.53259242222222
2016-12-10,107.43928008602151
2017-01-10,111.50643569892473
2017-02-10,156.9946869642857
2017-03-10,119.85909288172041
2017-04-10,96.47702438888888
2017-05-10,71.65047594623655
2017-06-10,68.50058371111112
2017-07-10,70.60407205376345
2017-08-10,92.5729874516129
2017-09-10,124.32170758888888
2017-10-10,137.36530622580645
2017-11-10,126.7126061
2017-12-10,101.34635160215055
2018-01-10,124.47677378494623
2018-02-10,140.03725386904762
2018-03-10,172.1338948924731
2018-04-10,115.66846886666667
2018-05-10,75.11800815053763
2018-06-10,73.93359082222221
2018-07-10,79.88897687096774
2018-08-10,95.03049547311828
2018-09-10,101.43225115555556
2018-10-10,121.85983808602151
2018-11-10,104.11863222222222
2018-12-10,191.33679912903227
2019-01-10,285.42366903225803
2019-02-10,303.47030651190477
2019-03-10,262.8579173548387
2019-04-10,189.79297133333333
2019-05-10,172.12713089247313
2019-06-10,113.28355821111111
2019-07-10,122.33132255913978
2019-08-10,147.25797603225806
2019-09-10,284.75647413333337
2019-10-10,321.28708861290323
2019-11-10,232.89346135555556
2019-12-10,308.5090387311828
2020-01-10,323.0546908602151
2020-02-10,430.5174712643678
2020-03-10,339.4915994623656
2020-04-10,252.15969444444445
2020-05-10,360.98383064516133
2020-06-10,306.5829444444444
2020-07-10,156.87837365591398
2020-08-10,158.96676075268817
2020-09-10,150.94013888888887
2020-10-10,198.31229838709677
2020-11-10,179.98218055555557
2020-12-10,163.23012096774193
2021-01-10,181.47560483870967
2021-02-10,270.12638392857144
2021-03-10,165.89689516129033
2021-04-10,162.536
