1995-11-10,1.073,1.072,1.072,1.073,1.073,13.0,13.6,13.6,13.5,10.0,14.806,17.0,13.5,10.0,10.0,10.0,10.0,14.806,17.0,17.0,17.0,17.0,10.0,1.074,,,
1995-11-11,1.074,1.074,1.074,1.074,1.074,1.074,1.074,13.5,13.725,13.725,13.725,13.725,13.725,13.5,1.074,1.074,1.074,10.0,13.725,13.725,13.725,1.074,1.074,1.074,,,
1995-11-12,1.074,1.074,1.074,1.074,1.074,1.074,1.074,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.01,14.0,13.0,10.0,10.0,1.074,,,
1995-11-13,10.0,10.0,10.0,10.0,10.0,10.0,14.5,14.5,14.5,14.5,14.5,14.5,14.806,14.5,14.5,14.5,14.5,14.5,18.0,17.046,16.0,14.5,14.5,10.0,,,
1995-11-14,1.074,1.073,1.073,1.073,1.074,14.9,14.9,14.9,16.0,14.9,15.0,15.0,14.9,14.9,14.9,14.9,14.9,16.0,25.45,25.0,25.0,14.9,4.239,1.074,,,
1995-11-15,5.0,5.0,5.0,5.0,5.0,8.0,14.806,14.0,15.0,14.806,15.0,15.0,15.0,15.0,15.0,15.0,14.806,15.0,18.8,18.0,15.0,15.0,13.5,1.074,,,
1995-11-16,4.132,4.132,1.074,1.074,1.074,13.6,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,15.0,15.0,6.0,1.074,,,
1995-11-17,10.0,10.0,10.0,10.0,10.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,43.0,18.811,18.0,18.0,10.0,10.0,,,
1995-11-18,14.806,10.0,10.0,10.0,14.0,20.0,20.0,22.5,22.5,22.5,25.0,25.0,25.0,22.5,22.5,20.0,20.0,22.5,27.0,27.0,22.5,22.5,20.0,17.046,,,
1995-11-19,15.0,15.0,15.0,15.0,15.0,15.0,18.811,20.833,28.0,28.0,26.207,28.0,28.0,28.0,22.5,22.5,22.5,28.0,30.0,30.0,30.0,28.0,20.0,15.0,,,
1995-11-20,18.969,15.0,15.0,15.0,18.969,35.5,35.5,35.5,31.5,31.5,35.5,35.5,35.5,35.5,31.5,35.5,35.5,36.5,38.0,38.0,36.5,35.5,35.5,30.0,,,
1995-11-21,18.143,20.0,17.501,22.45,25.0,38.0,40.0,40.0,40.0,40.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,40.0,41.0,41.0,40.0,38.0,38.0,20.456,,,
1995-11-22,11.0,11.0,11.0,11.0,11.0,27.255,38.0,38.0,38.0,38.0,31.5,31.5,31.5,31.5,31.5,38.0,38.0,40.0,43.0,40.0,38.0,38.0,38.0,35.0,,,
1995-11-23,25.0,25.0,25.0,25.0,32.0,38.0,38.0,38.0,40.0,40.0,40.0,40.0,40.0,38.0,38.0,38.0,38.0,40.0,44.0,44.0,40.0,40.0,38.0,38.0,,,
1995-11-24,35.0,30.0,30.0,30.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0,,,
1995-11-25,37.0,32.0,32.0,32.0,41.0,30.4,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,30.4,35.0,41.0,43.0,43.0,43.0,43.0,43.0,43.0,,,
1995-11-26,30.0,22.0,15.0,15.0,22.0,30.4,36.0,36.0,40.0,40.0,36.0,36.0,40.0,36.0,36.0,36.0,36.0,36.0,43.0,43.0,43.0,43.0,43.0,40.0,,,
1995-11-27,47.0,40.0,40.0,40.0,40.0,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,49.0,49.0,49.0,51.1,65.0,55.0,51.1,51.1,48.0,48.0,,,
1995-11-28,55.0,55.0,55.0,55.0,55.0,60.0,70.734,78.619,78.619,78.619,78.619,78.619,78.619,68.318,60.0,68.318,68.318,78.619,104.0,104.0,78.619,78.619,60.0,55.0,,,
